1675331071936,362
1675331073547,331
1675331073646,332
1675331073748,329
1675331073846,326
1675331073949,326
1675331074047,323
1675331074149,319
1675331074252,8
1675331074350,316
1675331074453,312
1675331074551,308
1675331074653,302
1675331074752,303
1675331074854,301
1675331074952,297
1675331075055,292
1675331075157,8
1675331075255,297
1675331075358,312
1675331075456,288
1675331075558,292
1675331075657,353
1675331075759,278
1675331075857,281
1675331075960,244
1675331076161,298
1675331076263,308
1675331076361,302
1675331076464,300
1675331076562,296
1675331076664,316
1675331076763,314
1675331076865,327
1675331077066,313
1675331077168,23
1675331077266,328
1675331077369,328
1675331077467,317
1675331077570,327
1675331077668,316
1675331077770,332
1675331077869,330
1675331077971,328
1675331078073,28
1675331078172,327
1675331078274,324
1675331078372,321
1675331078475,319
1675331078573,317
1675331078675,314
1675331078774,311
1675331078876,311
1675331078978,9
1675331079077,305
1675331079179,301
1675331079277,301
1675331079380,299
1675331079478,299
1675331079581,299
1675331079679,299
1675331079781,319
1675331079884,9
1675331079982,325
1675331080084,292
1675331080183,340
1675331080285,281
1675331080383,289
1675331080486,311
1675331080584,311
1675331080686,328
1675331080887,314
1675331080990,297
1675331081088,327
1675331081190,299
1675331081289,292
1675331081391,315
1675331081489,319
1675331081592,314
1675331081690,361
1675331081792,319
1675331081895,21
1675331081993,316
1675331082095,316
1675331082194,320
1675331082296,323
1675331082394,323
1675331082497,325
1675331082595,321
1675331082697,320
1675331082800,0
1675331082898,317
1675331083001,315
1675331083099,312
1675331083201,308
1675331083300,311
1675331083402,306
1675331083500,305
1675331083603,312
1675331083705,2
1675331083803,301
1675331083906,298
1675331084004,308
1675331084106,302
1675331084205,306
1675331084307,312
1675331084405,302
1675331084508,276
1675331084708,296
1675331084811,330
1675331084909,308
1675331085012,305
1675331085110,305
1675331085212,298
1675331085311,305
1675331085413,315
1675331085614,312
1675331085716,17
1675331085814,311
1675331085917,316
1675331086015,314
1675331086118,309
1675331086216,321
1675331086318,317
1675331086416,323
1675331086519,316
1675331086621,15
1675331086720,316
1675331086822,316
1675331086920,318
1675331087023,312
1675331087121,317
1675331087223,322
1675331087322,318
1675331087424,315
1675331087526,1
1675331087625,310
1675331087727,314
1675331087825,331
1675331087928,331
1675331088026,321
1675331088128,298
1675331088227,317
1675331088329,336
1675331088431,6
1675331088530,322
1675331088632,286
1675331088731,294
1675331088833,297
1675331088931,285
1675331089034,297
1675331089132,311
1675331089234,310
1675331089435,299
1675331089537,293
1675331089636,301
1675331089738,302
1675331089836,301
1675331089939,304
1675331090037,306
1675331090139,304
1675331090340,312
1675331090443,310
1675331090541,313
1675331090643,316
1675331090742,316
1675331090844,315
1675331090942,315
1675331091045,316
1675331091143,314
1675331091245,314
1675331091348,6
1675331091446,328
1675331091549,315
1675331091647,314
1675331091749,328
1675331091847,311
1675331091950,310
1675331092048,300
1675331092151,305
1675331092253,4
1675331092351,309
1675331092454,330
1675331092552,314
1675331092654,275
1675331092753,293
1675331092855,323
1675331092953,277
1675331093056,313
1675331093158,1
1675331093256,303
1675331093359,305
1675331093457,304
1675331093560,300
1675331093658,299
1675331093760,301
1675331093858,306
1675331093961,304
1675331094162,291
1675331094264,303
