1675330864704,311
1675330866313,319
1675330866416,319
1675330866514,319
1675330866616,319
1675330866719,21
1675330866817,319
1675330866919,319
1675330867018,318
1675330867120,321
1675330867218,321
1675330867321,307
1675330867419,311
1675330867522,310
1675330867624,8
1675330867722,307
1675330867825,305
1675330867923,306
1675330868025,306
1675330868124,307
1675330868226,311
1675330868324,301
1675330868427,306
1675330868529,6
1675330868627,297
1675330868730,303
1675330868828,273
1675330868931,286
1675330869029,311
1675330869131,322
1675330869230,330
1675330869332,331
1675330869533,300
1675330869635,317
1675330869733,304
1675330869836,325
1675330869934,299
1675330870036,313
1675330870135,312
1675330870237,319
1675330870438,326
1675330870540,33
1675330870638,326
1675330870741,314
1675330870839,317
1675330870941,346
1675330871040,329
1675330871142,320
1675330871241,305
1675330871343,344
1675330871445,18
1675330871544,324
1675330871646,315
1675330871744,310
1675330871847,317
1675330871945,312
1675330872047,306
1675330872146,306
1675330872248,302
1675330872350,4
1675330872449,297
1675330872551,301
1675330872649,301
1675330872752,312
1675330872850,301
1675330872953,288
1675330873051,298
1675330873153,297
1675330873256,8
1675330873354,296
1675330873456,298
1675330873555,298
1675330873657,300
1675330873755,300
1675330873858,301
1675330873956,302
1675330874058,305
1675330874259,311
1675330874362,302
1675330874460,320
1675330874562,309
1675330874660,327
1675330874763,308
1675330874861,305
1675330874964,313
1675330875164,323
1675330875267,40
1675330875365,323
1675330875467,334
1675330875566,370
1675330875668,346
1675330875766,345
1675330875869,330
1675330875967,325
1675330876069,310
1675330876172,91
1675330876270,351
1675330876373,319
1675330876471,297
1675330876573,296
1675330876672,282
1675330876774,315
1675330876872,313
1675330876975,304
1675330877077,9
1675330877175,295
1675330877278,299
1675330877376,299
1675330877478,300
1675330877577,293
1675330877679,292
1675330877777,305
1675330877880,290
1675330877982,3
1675330878081,278
1675330878183,298
1675330878281,287
1675330878384,293
1675330878482,305
1675330878584,321
1675330878683,302
1675330878785,304
1675330878986,312
1675330879088,307
1675330879186,315
1675330879289,331
1675330879387,322
1675330879489,309
1675330879588,305
1675330879690,308
1675330879788,327
1675330879891,330
1675330879993,99
1675330880092,352
1675330880194,301
1675330880292,280
1675330880395,296
1675330880493,306
1675330880595,362
1675330880694,307
1675330880796,294
1675330880898,9
1675330880997,322
1675330881099,270
1675330881197,319
1675330881300,303
1675330881398,321
1675330881500,293
1675330881599,314
1675330881701,306
1675330881803,7
1675330881902,301
1675330882004,324
1675330882103,282
1675330882205,301
1675330882303,297
1675330882406,289
1675330882504,284
1675330882606,299
1675330882807,296
1675330882909,302
1675330883008,299
1675330883110,275
1675330883208,284
1675330883311,307
1675330883409,299
1675330883511,294
1675330883712,308
1675330883814,12
1675330883913,320
1675330884015,318
1675330884114,316
1675330884216,315
1675330884314,323
1675330884417,318
1675330884515,312
1675330884617,316
1675330884720,11
1675330884818,330
1675330884920,327
1675330885019,327
1675330885121,327
1675330885219,329
1675330885322,316
1675330885420,332
1675330885522,305
1675330885625,2
1675330885723,311
1675330885826,299
1675330885924,334
1675330886026,304
1675330886125,303
1675330886227,271
1675330886325,311
1675330886428,313
1675330886530,9
1675330886628,320
1675330886731,291
1675330886829,303
1675330886932,305
1675330887030,305
1675330887132,307
1675330887231,309
1675330887333,312
1675330887533,314
1675330887636,290
1675330887734,307
1675330887837,300
1675330887935,306
1675330888037,316
1675330888136,303
1675330888238,318
1675330888439,310
1675330888541,9
1675330888639,316
